ticker,timestamp_utc,timestamp_ny,session_date_ny,bar_number_in_session,bar_interval_minutes,open,high,low,close,volume,market_cap_raw,session_bar_count,is_full_session,is_short_session,is_incomplete_session,source_file
RTX,2024-09-24 15:30:00+00:00,2024-09-24T11:30:00-0400,2024-09-24,3,60,119.84006053862812,119.84006053862812,119.32,119.525,49057,159839067442.99963,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-24 16:30:00+00:00,2024-09-24T12:30:00-0400,2024-09-24,4,60,157.09352396418657,159.1,157.09352396418657,158.7375,211829,260169605344.73373,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-24 16:30:00+00:00,2024-09-24T12:30:00-0400,2024-09-24,4,60,382.822109802149,385.68,382.822109802149,384.0825,14808,194245527500.679,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-24 16:30:00+00:00,2024-09-24T12:30:00-0400,2024-09-24,4,60,429.6964746904201,430.37,428.8,429.5,76993,3159437979146.5005,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-24 16:30:00+00:00,2024-09-24T12:30:00-0400,2024-09-24,4,60,119.68253026931406,119.68253026931406,119.39,119.5225,46081,159835724228.87195,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-24 17:30:00+00:00,2024-09-24T13:30:00-0400,2024-09-24,5,60,157.91551198209328,158.98,157.91551198209328,158.38500000000002,201814,259591860414.36743,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-24 17:30:00+00:00,2024-09-24T13:30:00-0400,2024-09-24,5,60,383.4523049010745,384.86,383.42,384.0750000000001,7745,194241734457.6316,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-24 17:30:00+00:00,2024-09-24T13:30:00-0400,2024-09-24,5,60,429.59823734521,429.59823734521,428.21,428.7675,86097,3154049647785.093,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-24 17:30:00+00:00,2024-09-24T13:30:00-0400,2024-09-24,5,60,119.60251513465704,120.01,119.53,119.76125,52669,160155001178.06265,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-24 18:30:00+00:00,2024-09-24T14:30:00-0400,2024-09-24,6,60,158.15025599104666,158.27,157.66,158.01,231923,258977238148.0203,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-24 18:30:00+00:00,2024-09-24T14:30:00-0400,2024-09-24,6,60,383.7636524505373,384.64,382.83,383.855,15583,194130471861.5744,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-24 18:30:00+00:00,2024-09-24T14:30:00-0400,2024-09-24,6,60,429.182868672605,429.2,427.56,428.515,139749,3152192236633.2075,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-24 18:30:00+00:00,2024-09-24T14:30:00-0400,2024-09-24,6,60,119.68188256732851,120.25,119.68188256732851,120.0725,61306,160571231336.9552,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-24 19:30:00+00:00,2024-09-24T15:30:00-0400,2024-09-24,7,60,158.08012799552333,158.41,157.87,158.165,231775,259231282018.11044,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-24 19:30:00+00:00,2024-09-24T15:30:00-0400,2024-09-24,7,60,383.8093262252686,386.23,383.8093262252686,385.2,34235,194810690914.7424,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-24 19:30:00+00:00,2024-09-24T15:30:00-0400,2024-09-24,7,60,428.8489343363025,429.41,428.29,428.965,156662,3155502474329.636,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-24 19:30:00+00:00,2024-09-24T15:30:00-0400,2024-09-24,7,60,119.87719128366426,120.21,119.87,120.085,80322,160587947407.59344,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-25 13:30:00+00:00,2024-09-25T09:30:00-0400,2024-09-25,1,60,158.12256399776166,161.14,158.12256399776166,159.43,975745,265439764387.15097,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-25 13:30:00+00:00,2024-09-25T09:30:00-0400,2024-09-25,1,60,384.5046631126343,388.5,383.1,385.435,49337,184234864873.90408,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-25 13:30:00+00:00,2024-09-25T09:30:00-0400,2024-09-25,1,60,428.90696716815125,431.63,428.57,430.1475,296969,3209968599934.5493,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-25 13:30:00+00:00,2024-09-25T09:30:00-0400,2024-09-25,1,60,119.98109564183213,121.44,119.98109564183213,120.8575,146792,162144078524.56503,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-25 14:30:00+00:00,2024-09-25T10:30:00-0400,2024-09-25,2,60,158.77628199888085,161.99,158.77628199888085,160.79250000000002,583067,267708231294.1164,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-25 14:30:00+00:00,2024-09-25T10:30:00-0400,2024-09-25,2,60,384.9698315563171,384.9698315563171,381.51,382.585,31351,182872587538.1909,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-25 14:30:00+00:00,2024-09-25T10:30:00-0400,2024-09-25,2,60,429.5272335840756,431.73,429.5272335840756,431.015,128663,3216442304327.678,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-25 14:30:00+00:00,2024-09-25T10:30:00-0400,2024-09-25,2,60,120.41929782091606,121.26,120.41929782091606,121.01,85808,162348674614.79523,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-25 15:30:00+00:00,2024-09-25T11:30:00-0400,2024-09-25,3,60,159.78439099944043,162.28,159.78439099944043,161.545,631746,268961090998.6972,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-25 15:30:00+00:00,2024-09-25T11:30:00-0400,2024-09-25,3,60,383.77741577815857,383.77741577815857,380.68,381.4575,24410,182333651504.50085,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-25 15:30:00+00:00,2024-09-25T11:30:00-0400,2024-09-25,3,60,430.2711167920378,433.12,430.2711167920378,431.9775,175749,3223624944648.584,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-25 15:30:00+00:00,2024-09-25T11:30:00-0400,2024-09-25,3,60,120.71464891045802,120.95,120.71,120.855,67956,162140724490.29895,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-25 16:30:00+00:00,2024-09-25T12:30:00-0400,2024-09-25,4,60,160.6646954997202,162.32,160.6646954997202,161.62,286159,269085960736.6953,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-25 16:30:00+00:00,2024-09-25T12:30:00-0400,2024-09-25,4,60,382.6174578890793,382.6174578890793,379.86,380.7825,35691,182011006872.35825,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-25 16:30:00+00:00,2024-09-25T12:30:00-0400,2024-09-25,4,60,431.1243083960189,432.31,430.73,431.7825,98352,3222169760375.7773,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-25 16:30:00+00:00,2024-09-25T12:30:00-0400,2024-09-25,4,60,120.784824455229,120.95,120.59,120.7525,50586,162003209085.39014,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-25 17:30:00+00:00,2024-09-25T13:30:00-0400,2024-09-25,5,60,161.1423477498601,162.66,161.08,161.9325,412340,269606251311.6874,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-25 17:30:00+00:00,2024-09-25T13:30:00-0400,2024-09-25,5,60,381.6999789445397,381.6999789445397,379.75,380.4625,24691,181858049417.12027,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-25 17:30:00+00:00,2024-09-25T13:30:00-0400,2024-09-25,5,60,431.4534041980095,432.55,430.95,431.8525,80997,3222692134217.298,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-25 17:30:00+00:00,2024-09-25T13:30:00-0400,2024-09-25,5,60,120.7686622276145,120.7686622276145,120.37,120.5925,48963,161788550892.36176,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-25 18:30:00+00:00,2024-09-25T14:30:00-0400,2024-09-25,6,60,161.53742387493006,162.95,161.53742387493006,162.52499999999998,355680,270592722241.8723,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-25 18:30:00+00:00,2024-09-25T14:30:00-0400,2024-09-25,6,60,381.0812394722699,381.0812394722699,378.35,380.0475,55049,181659682717.3585,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-25 18:30:00+00:00,2024-09-25T14:30:00-0400,2024-09-25,6,60,431.6529520990048,432.25,431.24,431.795,84170,3222263041418.906,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-25 18:30:00+00:00,2024-09-25T14:30:00-0400,2024-09-25,6,60,120.68058111380724,120.72,120.4,120.6175,57218,161822091235.02243,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-25 19:30:00+00:00,2024-09-25T15:30:00-0400,2024-09-25,7,60,162.031211937465,162.66,161.89,162.29250000000002,254595,270205626054.07828,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-25 19:30:00+00:00,2024-09-25T15:30:00-0400,2024-09-25,7,60,380.56436973613495,380.56436973613495,377.94,378.96,72943,181139866365.5732,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-25 19:30:00+00:00,2024-09-25T15:30:00-0400,2024-09-25,7,60,431.7239760495024,432.25,431.43,431.93000000000006,152883,3223270476684.696,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-25 19:30:00+00:00,2024-09-25T15:30:00-0400,2024-09-25,7,60,120.64904055690364,120.9,120.51,120.745,75422,161993146982.59195,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-26 13:30:00+00:00,2024-09-26T09:30:00-0400,2024-09-26,1,60,162.1618559687325,168.68,162.1618559687325,167.21875,1371795,282581364659.42267,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-26 13:30:00+00:00,2024-09-26T09:30:00-0400,2024-09-26,1,60,379.7621848680675,397.08,379.7621848680675,390.875,190302,193497702638.7378,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-26 13:30:00+00:00,2024-09-26T09:30:00-0400,2024-09-26,1,60,431.8269880247512,435.33,430.7,432.98125,389919,3221374379983.8423,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-26 13:30:00+00:00,2024-09-26T09:30:00-0400,2024-09-26,1,60,120.69702027845182,121.4,120.31,120.9525,49475,160249824357.74475,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-26 14:30:00+00:00,2024-09-26T10:30:00-0400,2024-09-26,2,60,164.69030298436627,167.25,164.05,165.975,734212,280479563442.1838,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-26 14:30:00+00:00,2024-09-26T10:30:00-0400,2024-09-26,2,60,385.3185924340337,389.94,385.3185924340337,388.165,40215,192156151569.5956,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-26 14:30:00+00:00,2024-09-26T10:30:00-0400,2024-09-26,2,60,432.4041190123757,432.4041190123757,429.75,430.6625,189151,3204122912758.443,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-26 14:30:00+00:00,2024-09-26T10:30:00-0400,2024-09-26,2,60,120.8247601392259,121.87,120.8247601392259,121.505,46546,160981830955.02594,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-26 15:30:00+00:00,2024-09-26T11:30:00-0400,2024-09-26,3,60,165.33265149218312,166.079,164.72,165.32225,258591,279376487466.66406,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-26 15:30:00+00:00,2024-09-26T11:30:00-0400,2024-09-26,3,60,386.7417962170168,391.35,386.7417962170168,389.385,36404,192760097069.35703,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-26 15:30:00+00:00,2024-09-26T11:30:00-0400,2024-09-26,3,60,431.53330950618783,431.53330950618783,429.74,430.4375,130198,3202448915938.7275,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-26 15:30:00+00:00,2024-09-26T11:30:00-0400,2024-09-26,3,60,121.16488006961296,121.53,121.16488006961296,121.35125,32607,160778127761.6649,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-26 16:30:00+00:00,2024-09-26T12:30:00-0400,2024-09-26,4,60,165.32745074609156,165.55,164.29,165.0175,292089,278861493359.3648,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-26 16:30:00+00:00,2024-09-26T12:30:00-0400,2024-09-26,4,60,388.0633981085084,391.17,388.0633981085084,390.2675,24939,193196967482.0944,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-26 16:30:00+00:00,2024-09-26T12:30:00-0400,2024-09-26,4,60,430.9854047530939,430.9854047530939,429.14,429.815,116924,3197817524737.515,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-26 16:30:00+00:00,2024-09-26T12:30:00-0400,2024-09-26,4,60,121.25806503480648,121.38,120.93,121.16,35985,160524740862.60602,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-26 17:30:00+00:00,2024-09-26T13:30:00-0400,2024-09-26,5,60,165.17247537304578,167.26,165.17247537304578,166.335,322795,281087923995.51526,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-26 17:30:00+00:00,2024-09-26T13:30:00-0400,2024-09-26,5,60,389.1654490542542,393.94,389.1654490542542,392.045,26785,194076896273.7549,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-26 17:30:00+00:00,2024-09-26T13:30:00-0400,2024-09-26,5,60,430.400202376547,430.84,429.55,430.1275,136856,3200142520320.453,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-26 17:30:00+00:00,2024-09-26T13:30:00-0400,2024-09-26,5,60,121.20903251740324,121.3,120.88,121.0725,29504,160408812215.97775,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-26 18:30:00+00:00,2024-09-26T14:30:00-0400,2024-09-26,6,60,165.7537376865229,168.0,165.7537376865229,167.395,338612,282879207846.99115,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-26 18:30:00+00:00,2024-09-26T14:30:00-0400,2024-09-26,6,60,390.6052245271271,392.75,390.11,391.485,25301,193799675388.61856,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-26 18:30:00+00:00,2024-09-26T14:30:00-0400,2024-09-26,6,60,430.2638511882735,430.81,429.7,430.415,122918,3202281516256.7563,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-26 18:30:00+00:00,2024-09-26T14:30:00-0400,2024-09-26,6,60,121.14076625870165,121.14076625870165,120.65,120.88,52035,160153769193.39563,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-26 19:30:00+00:00,2024-09-26T15:30:00-0400,2024-09-26,7,60,166.57436884326145,168.29,166.57436884326145,167.6975,489714,283390399700.8321,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-26 19:30:00+00:00,2024-09-26T15:30:00-0400,2024-09-26,7,60,391.0451122635636,391.57,390.1,390.8425,47357,193481613926.654,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-26 19:30:00+00:00,2024-09-26T15:30:00-0400,2024-09-26,7,60,430.3394255941368,431.6,430.3394255941368,431.0475,187622,3206987307316.622,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-26 19:30:00+00:00,2024-09-26T15:30:00-0400,2024-09-26,7,60,121.01038312935084,121.01038312935084,120.32,120.585,115295,159762924041.90613,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-27 13:30:00+00:00,2024-09-27T09:30:00-0400,2024-09-27,1,60,167.13593442163074,168.72,166.16,167.13750000000002,733378,266505772129.68527,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-27 13:30:00+00:00,2024-09-27T09:30:00-0400,2024-09-27,1,60,390.9438061317818,394.11,389.39,391.9125,48303,190029129359.0644,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-27 13:30:00+00:00,2024-09-27T09:30:00-0400,2024-09-27,1,60,430.6934627970684,431.85,429.9,431.1425,245705,3169991557783.808,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-27 13:30:00+00:00,2024-09-27T09:30:00-0400,2024-09-27,1,60,120.79769156467542,120.79769156467542,119.62,120.1375,47949,159477153238.56146,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-27 14:30:00+00:00,2024-09-27T10:30:00-0400,2024-09-27,2,60,167.1367172108154,167.1367172108154,164.43,165.5475,428787,263970469294.07864,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-27 14:30:00+00:00,2024-09-27T10:30:00-0400,2024-09-27,2,60,391.4281530658909,395.25,391.4281530658909,393.905,36983,190995245622.89352,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-27 14:30:00+00:00,2024-09-27T10:30:00-0400,2024-09-27,2,60,430.91798139853415,431.34,429.97,430.695,130589,3166701297087.847,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-27 14:30:00+00:00,2024-09-27T10:30:00-0400,2024-09-27,2,60,120.4675957823377,120.61,120.25,120.37,41764,159785786580.5901,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-27 15:30:00+00:00,2024-09-27T11:30:00-0400,2024-09-27,3,60,166.3421086054077,166.3421086054077,164.48,164.97875,255728,263063580308.0716,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-27 15:30:00+00:00,2024-09-27T11:30:00-0400,2024-09-27,3,60,392.66657653294544,395.56,392.3,393.9375,34999,191011004106.49423,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-27 15:30:00+00:00,2024-09-27T11:30:00-0400,2024-09-27,3,60,430.8064906992671,430.8064906992671,427.46,429.1475,197179,3155323244737.0107,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-27 15:30:00+00:00,2024-09-27T11:30:00-0400,2024-09-27,3,60,120.41879789116884,120.55,120.12,120.3575,54729,159769193390.15845,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-27 16:30:00+00:00,2024-09-27T12:30:00-0400,2024-09-27,4,60,165.66042930270385,165.66042930270385,164.29,164.8725,195111,262894161486.5098,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-27 16:30:00+00:00,2024-09-27T12:30:00-0400,2024-09-27,4,60,393.3020382664727,393.3020382664727,390.02,391.5425,28155,189849725084.2253,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-27 16:30:00+00:00,2024-09-27T12:30:00-0400,2024-09-27,4,60,429.9769953496335,429.9769953496335,428.31,428.8125,79364,3152860144551.2075,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-27 16:30:00+00:00,2024-09-27T12:30:00-0400,2024-09-27,4,60,120.38814894558442,120.89,120.375,120.57625,37302,160059574222.71228,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-27 17:30:00+00:00,2024-09-27T13:30:00-0400,2024-09-27,5,60,165.26646465135192,165.26646465135192,163.84,164.31,228445,261997238313.53577,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-27 17:30:00+00:00,2024-09-27T13:30:00-0400,2024-09-27,5,60,392.42226913323634,392.42226913323634,389.85,390.3025,18847,189248478325.30533,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-27 17:30:00+00:00,2024-09-27T13:30:00-0400,2024-09-27,5,60,429.3947476748168,430.14,428.62,429.05750000000006,106566,3154661516328.885,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-27 17:30:00+00:00,2024-09-27T13:30:00-0400,2024-09-27,5,60,120.48219947279222,120.655,120.35,120.52125,34973,159986564184.81302,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-27 18:30:00+00:00,2024-09-27T14:30:00-0400,2024-09-27,6,60,164.78823232567595,164.98,163.74,164.29725000000002,211121,261976908054.9484,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-27 18:30:00+00:00,2024-09-27T14:30:00-0400,2024-09-27,6,60,391.3623845666182,391.67,389.2,390.4775,30331,189333331698.54,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-27 18:30:00+00:00,2024-09-27T14:30:00-0400,2024-09-27,6,60,429.2261238374084,429.2261238374084,427.9,428.6625,113616,3151757263870.9976,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-27 18:30:00+00:00,2024-09-27T14:30:00-0400,2024-09-27,6,60,120.50172473639611,121.24,120.35,120.75125,52125,160291878888.75534,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-27 19:30:00+00:00,2024-09-27T15:30:00-0400,2024-09-27,7,60,164.54274116283798,164.82,164.05,164.44,201049,262204527224.62308,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-27 19:30:00+00:00,2024-09-27T15:30:00-0400,2024-09-27,7,60,390.919942283309,391.58,390.46,390.975,41887,189574557716.7357,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-27 19:30:00+00:00,2024-09-27T15:30:00-0400,2024-09-27,7,60,428.9443119187042,429.11,427.54,428.405,174967,3149863985369.9697,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-27 19:30:00+00:00,2024-09-27T15:30:00-0400,2024-09-27,7,60,120.62648736819806,121.14,120.34,120.7075,108614,160233802722.2446,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-30 13:30:00+00:00,2024-09-30T09:30:00-0400,2024-09-30,1,60,164.491370581419,165.07,162.18,163.3925,534327,261271645250.64783,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-30 13:30:00+00:00,2024-09-30T09:30:00-0400,2024-09-30,1,60,390.94747114165455,391.89,387.67,390.2325,43252,188128861660.1696,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-30 13:30:00+00:00,2024-09-30T09:30:00-0400,2024-09-30,1,60,428.6746559593521,429.52,425.57,427.4725,225617,3182343525511.065,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-30 13:30:00+00:00,2024-09-30T09:30:00-0400,2024-09-30,1,60,120.66699368409904,121.2,120.36,120.735,37146,161852441485.93195,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-30 14:30:00+00:00,2024-09-30T10:30:00-0400,2024-09-30,2,60,163.94193529070952,164.43,163.05,163.75,266775,261843303149.12604,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-30 14:30:00+00:00,2024-09-30T10:30:00-0400,2024-09-30,2,60,390.58998557082725,392.78,390.25,391.055,16182,188525384217.14645,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-30 14:30:00+00:00,2024-09-30T10:30:00-0400,2024-09-30,2,60,428.0735779796761,428.0735779796761,425.79,427.0625,136353,3179291257013.185,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-30 14:30:00+00:00,2024-09-30T10:30:00-0400,2024-09-30,2,60,120.7009968420495,120.7009968420495,120.19,120.3275,21635,161306163522.5782,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-30 15:30:00+00:00,2024-09-30T11:30:00-0400,2024-09-30,3,60,163.84596764535476,164.66,163.35,164.1975,189611,262558874924.14423,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-30 15:30:00+00:00,2024-09-30T11:30:00-0400,2024-09-30,3,60,390.8224927854136,391.2,389.73,390.545,15340,188279516127.10608,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-30 15:30:00+00:00,2024-09-30T11:30:00-0400,2024-09-30,3,60,427.5680389898381,428.94,426.95,428.095,108382,3186977762437.722,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-30 15:30:00+00:00,2024-09-30T11:30:00-0400,2024-09-30,3,60,120.51424842102476,120.51424842102476,120.03,120.16,13303,161081619819.84995,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-30 16:30:00+00:00,2024-09-30T12:30:00-0400,2024-09-30,4,60,164.0217338226774,164.86,163.58,164.10500000000002,162644,262410963439.92264,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-30 16:30:00+00:00,2024-09-30T12:30:00-0400,2024-09-30,4,60,390.6837463927068,392.05,390.6837463927068,391.46,7977,188720632406.2962,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-30 16:30:00+00:00,2024-09-30T12:30:00-0400,2024-09-30,4,60,427.831519494919,428.75,427.22,428.0175,69437,3186400809246.0503,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-30 16:30:00+00:00,2024-09-30T12:30:00-0400,2024-09-30,4,60,120.33712421051236,120.33712421051236,119.8,119.9725,14477,160830264928.73627,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-30 17:30:00+00:00,2024-09-30T13:30:00-0400,2024-09-30,5,60,164.0633669113387,164.32,162.44,163.25,237913,261043781612.7928,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-30 17:30:00+00:00,2024-09-30T13:30:00-0400,2024-09-30,5,60,391.0718731963534,391.98,387.0,389.8125,20211,187926382056.60687,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-30 17:30:00+00:00,2024-09-30T13:30:00-0400,2024-09-30,5,60,427.9245097474595,428.24,425.35,426.765,99644,3177076501212.8955,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-30 17:30:00+00:00,2024-09-30T13:30:00-0400,2024-09-30,5,60,120.15481210525618,120.15481210525618,119.79,119.97,23786,160826913530.18808,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-30 18:30:00+00:00,2024-09-30T14:30:00-0400,2024-09-30,6,60,163.65668345566934,163.65668345566934,162.36,162.895,205360,260476121321.99628,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-30 18:30:00+00:00,2024-09-30T14:30:00-0400,2024-09-30,6,60,390.4421865981767,390.4421865981767,387.5,388.9425,17708,187506960020.6556,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-30 18:30:00+00:00,2024-09-30T14:30:00-0400,2024-09-30,6,60,427.34475487372976,427.65,425.68,426.59,134266,3175773703683.313,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-30 18:30:00+00:00,2024-09-30T14:30:00-0400,2024-09-30,6,60,120.06240605262808,120.6,119.93,120.2475,25453,161198918769.03635,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-09-30 19:30:00+00:00,2024-09-30T15:30:00-0400,2024-09-30,7,60,163.2758417278347,164.22,162.59,163.4675,279577,261391573481.09772,7,True,False,False,"BATS_AMD, 60.csv"
CAT,2024-09-30 19:30:00+00:00,2024-09-30T15:30:00-0400,2024-09-30,7,60,389.6923432990884,391.43,389.23,390.41125,40200,188215036015.25723,7,True,False,False,"BATS_CAT, 60.csv"
MSFT,2024-09-30 19:30:00+00:00,2024-09-30T15:30:00-0400,2024-09-30,7,60,426.9673774368649,430.42,426.9673774368649,428.71875,329132,3191621305061.0195,7,True,False,False,"BATS_MSFT, 60.csv"
RTX,2024-09-30 19:30:00+00:00,2024-09-30T15:30:00-0400,2024-09-30,7,60,120.15495302631405,121.28,120.15495302631405,120.825,64440,161973091833.66653,7,True,False,False,"BATS_RTX, 60.csv"
AMD,2024-10-01 13:30:00+00:00,2024-10-01T09:30:00-0400,2024-10-01,1,60,163.37167086391736,165.4,159.83,162.46,682746,256735146662.1497,7,True,False,False,"BATS_AMD, 60.csv"
